PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION,NUMBER_OR_ROWS,NUMBER_OF_SALES,NUMBER_OF_UNITS_SOLD,REVENUE_PER_TRANSACTION,TOTAL_REVENUE,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_TREND
Loose Tea,Black tea,English Breakfast,Hell's Kitchen,1,1,1,8.95,8.95,202305,May,Sat,Morning,Low
Branded,Housewares,I Need My Bean! Latte cup,Hell's Kitchen,2,2,2,28.00,28.00,202305,May,Sat,Morning,Low
Loose Tea,Green tea,Serenity Green Tea,Hell's Kitchen,2,2,2,18.50,18.50,202305,May,Sat,Morning,Low
Coffee,Barista Espresso,Espresso shot,Hell's Kitchen,22,22,36,108.00,108.00,202306,Jun,Thu,Morning,High
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Hell's Kitchen,4,4,4,12.00,12.00,202301,Jan,Thu,Afternoon,Low
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Hell's Kitchen,22,22,32,80.00,80.00,202306,Jun,Thu,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen,17,17,24,72.00,72.00,202306,Jun,Thu,Morning,High
Bakery,Pastry,Croissant,Hell's Kitchen,13,13,13,45.50,45.50,202306,Jun,Thu,Morning,High
Coffee,Barista Espresso,Latte Rg,Hell's Kitchen,21,21,35,148.75,148.75,202306,Jun,Thu,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen,3,3,5,12.25,12.25,202301,Jan,Thu,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen,23,23,32,64.00,64.00,202306,Jun,Thu,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen,18,18,25,77.50,77.50,202306,Jun,Thu,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen,13,13,18,45.90,45.90,202306,Jun,Thu,Morning,High
Bakery,Biscotti,Ginger Biscotti,Hell's Kitchen,18,18,18,63.00,63.00,202306,Jun,Thu,Morning,High
Coffee,Barista Espresso,Latte,Hell's Kitchen,19,19,29,108.75,108.75,202306,Jun,Thu,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen,6,6,8,24.00,24.00,202306,Jun,Thu,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Hell's Kitchen,3,3,4,15.00,15.00,202306,Jun,Thu,Afternoon,Low
Bakery,Pastry,Almond Croissant,Hell's Kitchen,6,6,6,22.50,22.50,202306,Jun,Thu,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen,7,7,11,26.95,26.95,202306,Jun,Thu,Afternoon,Low
Branded,Clothing,I Need My Bean! T-shirt,Hell's Kitchen,2,2,2,56.00,56.00,202305,May,Sat,Morning,High
Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen,18,18,18,81.00,81.00,202306,Jun,Thu,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen,18,18,23,71.30,71.30,202306,Jun,Thu,Morning,High
Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen,7,7,7,24.50,24.50,202306,Jun,Thu,Morning,Low
Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen,14,14,20,44.00,44.00,202306,Jun,Thu,Morning,High
Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen,19,19,32,70.40,70.40,202306,Jun,Thu,Morning,High
Bakery,Pastry,Almond Croissant,Hell's Kitchen,16,16,16,60.00,60.00,202306,Jun,Thu,Morning,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen,24,24,36,90.00,90.00,202306,Jun,Thu,Morning,High
Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen,22,22,32,96.00,96.00,202306,Jun,Thu,Morning,High
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Hell's Kitchen,21,21,31,77.50,77.50,202306,Jun,Thu,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Rg,Hell's Kitchen,14,14,19,47.50,47.50,202306,Jun,Thu,Morning,High
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen,16,16,22,82.50,82.50,202306,Jun,Thu,Morning,High
Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen,12,12,12,39.00,39.00,202306,Jun,Thu,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen,18,18,25,100.00,100.00,202306,Jun,Thu,Morning,High
Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen,18,18,27,67.50,67.50,202306,Jun,Thu,Morning,High
Coffee,Barista Espresso,Cappuccino Lg,Hell's Kitchen,17,17,27,114.75,114.75,202306,Jun,Thu,Morning,High
Loose Tea,Herbal tea,Peppermint,Hell's Kitchen,1,1,1,8.95,8.95,202305,May,Tue,Evening,Low
Coffee beans,Espresso Beans,Espresso Roast,Hell's Kitchen,2,2,2,29.50,29.50,202305,May,Mon,Morning,Low
Coffee beans,Espresso Beans,Primo Espresso Roast,Hell's Kitchen,3,3,3,61.35,61.35,202305,May,Mon,Morning,High
Loose Tea,Herbal tea,Lemon Grass,Hell's Kitchen,1,1,1,8.95,8.95,202305,May,Mon,Morning,Low
Loose Tea,Black tea,Earl Grey,Hell's Kitchen,1,1,1,8.95,8.95,202305,May,Mon,Morning,Low
Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Hell's Kitchen,1,1,1,7.60,7.60,202305,May,Mon,Morning,Low
Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen,7,7,7,26.25,26.25,202305,May,Mon,Morning,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen,6,6,10,47.50,47.50,202301,Jan,Fri,Afternoon,High
Coffee beans,Organic Beans,Organic Decaf Blend,Hell's Kitchen,2,2,2,45.00,45.00,202305,May,Wed,Afternoon,High
Coffee,Organic brewed coffee,Brazilian Rg,Hell's Kitchen,3,3,3,9.00,9.00,202305,May,Wed,Afternoon,Low
Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen,3,3,4,3.20,3.20,202305,May,Wed,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen,3,3,6,22.50,22.50,202301,Jan,Fri,Afternoon,Low
Bakery,Scone,Ginger Scone,Hell's Kitchen,4,4,4,13.00,13.00,202301,Jan,Fri,Afternoon,Low
Coffee beans,Premium Beans,Civet Cat,Hell's Kitchen,2,2,16,720.00,720.00,202305,May,Wed,Morning,High
Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen,2,2,2,6.50,6.50,202301,Jan,Fri,Afternoon,Low
Bakery,Pastry,Croissant,Hell's Kitchen,3,3,3,10.50,10.50,202305,May,Tue,Evening,Low
Loose Tea,Chai tea,Spicy Eye Opener Chai,Hell's Kitchen,1,1,1,10.95,10.95,202305,May,Mon,Morning,Low
Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen,2,2,2,9.00,9.00,202305,May,Tue,Evening,Low
Coffee beans,Green beans,Guatemalan Sustainably Grown,Hell's Kitchen,3,3,3,30.00,30.00,202305,May,Tue,Morning,Low
Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen,2,2,2,1.60,1.60,202305,May,Tue,Afternoon,Low
Tea,Brewed Black tea,Earl Grey Lg,Hell's Kitchen,2,2,3,9.00,9.00,202301,Jan,Fri,Afternoon,Low
Bakery,Scone,Cranberry Scone,Hell's Kitchen,3,3,3,9.75,9.75,202301,Jan,Fri,Afternoon,Low
Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen,2,2,2,7.00,7.00,202301,Jan,Fri,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen,3,3,5,15.50,15.50,202301,Jan,Fri,Afternoon,Low
Packaged Chocolate,Drinking Chocolate,Chili Mayan,Hell's Kitchen,2,2,2,26.66,26.66,202305,May,Tue,Morning,Low
Coffee beans,Espresso Beans,Primo Espresso Roast,Hell's Kitchen,1,1,1,20.45,20.45,202305,May,Tue,Morning,Low
Coffee beans,Premium Beans,Civet Cat,Hell's Kitchen,3,3,3,135.00,135.00,202305,May,Tue,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen,6,6,8,16.00,16.00,202301,Jan,Fri,Afternoon,Low
Coffee beans,Gourmet Beans,Ethiopia,Hell's Kitchen,3,3,3,63.00,63.00,202305,May,Tue,Morning,High
Branded,Housewares,I Need My Bean! Latte cup,Hell's Kitchen,2,2,2,28.00,28.00,202305,May,Tue,Morning,Low
Bakery,Scone,Ginger Scone,Hell's Kitchen,2,2,2,6.50,6.50,202305,May,Tue,Afternoon,Low
Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen,1,1,2,1.60,1.60,202305,May,Sun,Night,Low
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen,9,9,11,33.00,33.00,202301,Jan,Fri,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen,2,2,4,8.80,8.80,202305,May,Fri,Evening,Low
Coffee,Barista Espresso,Espresso shot,Hell's Kitchen,4,4,6,18.00,18.00,202305,May,Fri,Evening,Low
Coffee beans,Espresso Beans,Primo Espresso Roast,Hell's Kitchen,1,1,1,20.45,20.45,202305,May,Fri,Evening,Low
Branded,Housewares,I Need My Bean! Latte cup,Hell's Kitchen,1,1,1,14.00,14.00,202305,May,Fri,Morning,Low
Coffee beans,Organic Beans,Organic Decaf Blend,Hell's Kitchen,1,1,1,22.50,22.50,202305,May,Fri,Evening,Low
Coffee beans,Gourmet Beans,Ethiopia,Hell's Kitchen,1,1,1,21.00,21.00,202305,May,Fri,Evening,Low
Branded,Housewares,I Need My Bean! Diner mug,Hell's Kitchen,1,1,1,12.00,12.00,202305,May,Fri,Evening,Low
Loose Tea,Chai tea,Morning Sunrise Chai,Hell's Kitchen,2,2,2,19.00,19.00,202305,May,Fri,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen,2,2,3,6.60,6.60,202305,May,Fri,Afternoon,Low
Bakery,Pastry,Almond Croissant,Hell's Kitchen,3,3,3,11.25,11.25,202305,May,Fri,Afternoon,Low
Loose Tea,Green tea,Serenity Green Tea,Hell's Kitchen,1,1,1,9.25,9.25,202305,May,Fri,Afternoon,Low
Loose Tea,Green tea,Serenity Green Tea,Hell's Kitchen,3,3,3,27.75,27.75,202305,May,Fri,Morning,Low
Coffee beans,Green beans,Guatemalan Sustainably Grown,Hell's Kitchen,1,1,1,10.00,10.00,202305,May,Fri,Morning,Low
Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen,15,15,15,56.25,56.25,202305,May,Fri,Morning,High
Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Hell's Kitchen,2,2,2,15.20,15.20,202305,May,Fri,Morning,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen,7,7,10,45.00,45.00,202302,Feb,Fri,Morning,High
Loose Tea,Chai tea,Morning Sunrise Chai,Hell's Kitchen,1,1,1,9.50,9.50,202305,May,Tue,Morning,Low
Coffee beans,Gourmet Beans,Columbian Medium Roast,Hell's Kitchen,3,3,3,45.00,45.00,202305,May,Tue,Morning,High
Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen,8,8,9,7.20,7.20,202305,May,Tue,Morning,Low
Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen,3,3,5,11.00,11.00,202305,May,Mon,Evening,Low
Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen,3,3,3,11.25,11.25,202305,May,Mon,Evening,Low
Loose Tea,Chai tea,Traditional Blend Chai,Hell's Kitchen,1,1,1,8.95,8.95,202305,May,Mon,Evening,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen,5,5,8,36.00,36.00,202301,Jan,Fri,Afternoon,High
Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen,1,1,1,0.80,0.80,202305,May,Mon,Evening,Low
Coffee,Barista Espresso,Espresso shot,Hell's Kitchen,3,3,4,12.00,12.00,202301,Jan,Fri,Afternoon,Low
Branded,Housewares,I Need My Bean! Latte cup,Hell's Kitchen,1,1,1,14.00,14.00,202305,May,Mon,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen,2,2,4,12.00,12.00,202301,Jan,Fri,Afternoon,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen,3,3,5,12.75,12.75,202301,Jan,Fri,Afternoon,Low
Bakery,Scone,Ginger Scone,Hell's Kitchen,5,5,5,16.25,16.25,202305,May,Mon,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Rg,Hell's Kitchen,5,5,8,20.00,20.00,202301,Jan,Fri,Afternoon,Low
Loose Tea,Black tea,English Breakfast,Hell's Kitchen,1,1,1,8.95,8.95,202305,May,Mon,Afternoon,Low
Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen,5,5,9,22.50,22.50,202304,Apr,Tue,Afternoon,Low
Coffee,Barista Espresso,Espresso shot,Hell's Kitchen,17,17,25,75.00,75.00,202304,Apr,Sat,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Lg,Hell's Kitchen,5,5,5,17.50,17.50,202304,Apr,Mon,Afternoon,Low
Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen,5,5,6,18.00,18.00,202302,Feb,Wed,Evening,Low
Coffee,Organic brewed coffee,Brazilian Rg,Hell's Kitchen,12,12,19,57.00,57.00,202304,Apr,Sat,Afternoon,High
Bakery,Pastry,Almond Croissant,Hell's Kitchen,4,4,4,15.00,15.00,202304,Apr,Sat,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen,4,4,7,17.15,17.15,202304,Apr,Sat,Afternoon,Low
Coffee,Barista Espresso,Cappuccino,Hell's Kitchen,6,6,9,33.75,33.75,202304,Apr,Mon,Afternoon,High
Coffee,Barista Espresso,Latte Rg,Hell's Kitchen,7,7,12,51.00,51.00,202304,Apr,Tue,Afternoon,High
Coffee,Barista Espresso,Cappuccino,Hell's Kitchen,2,2,2,7.50,7.50,202304,Apr,Tue,Afternoon,Low
Bakery,Scone,Cranberry Scone,Hell's Kitchen,4,4,4,13.00,13.00,202304,Apr,Tue,Afternoon,Low
Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen,7,7,9,22.50,22.50,202302,Feb,Wed,Morning,Low
Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen,7,7,10,25.00,25.00,202304,Apr,Tue,Afternoon,Low
Bakery,Biscotti,Ginger Biscotti,Hell's Kitchen,8,8,8,28.00,28.00,202302,Feb,Wed,Morning,Low
Coffee,Barista Espresso,Latte Rg,Hell's Kitchen,5,5,7,29.75,29.75,202304,Apr,Sun,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen,7,7,10,30.00,30.00,202304,Apr,Sat,Morning,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen,7,7,12,30.60,30.60,202302,Feb,Wed,Morning,High
Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen,1,1,1,3.50,3.50,202304,Apr,Tue,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen,4,4,6,28.50,28.50,202304,Apr,Tue,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen,8,8,12,57.00,57.00,202302,Feb,Wed,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen,10,10,14,43.40,43.40,202302,Feb,Wed,Morning,High
Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen,1,1,1,3.00,3.00,202301,Jan,Fri,Afternoon,Low
Coffee,Barista Espresso,Espresso shot,Hell's Kitchen,7,7,11,33.00,33.00,202302,Feb,Wed,Afternoon,High
Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen,4,4,5,11.00,11.00,202304,Apr,Sun,Afternoon,Low
Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen,14,14,25,62.50,62.50,202304,Apr,Sat,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Hell's Kitchen,5,5,7,17.50,17.50,202304,Apr,Sun,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Hell's Kitchen,7,7,10,37.50,37.50,202304,Apr,Tue,Afternoon,High
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Hell's Kitchen,2,2,3,11.25,11.25,202302,Feb,Wed,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen,8,8,13,39.00,39.00,202304,Apr,Sat,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Lg,Hell's Kitchen,5,5,6,21.00,21.00,202304,Apr,Tue,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen,8,8,13,28.60,28.60,202304,Apr,Sat,Morning,Low
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen,9,9,13,32.50,32.50,202304,Apr,Sun,Afternoon,High
Coffee,Barista Espresso,Cappuccino,Hell's Kitchen,2,2,4,15.00,15.00,202301,Jan,Fri,Afternoon,Low
Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen,3,3,5,15.00,15.00,202304,Apr,Sat,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen,2,2,3,9.00,9.00,202304,Apr,Mon,Afternoon,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen,8,8,13,58.50,58.50,202304,Apr,Tue,Morning,High
Coffee,Barista Espresso,Latte Rg,Hell's Kitchen,5,5,8,34.00,34.00,202304,Apr,Mon,Afternoon,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen,13,13,20,51.00,51.00,202304,Apr,Tue,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen,1,1,1,4.00,4.00,202302,Feb,Wed,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen,4,4,7,33.25,33.25,202304,Apr,Sun,Afternoon,High
Bakery,Pastry,Chocolate Croissant,Hell's Kitchen,1,1,1,3.75,3.75,202301,Jan,Tue,Night,Low
Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen,3,3,4,14.00,14.00,202304,Apr,Sun,Afternoon,Low
Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen,3,3,5,15.00,15.00,202304,Apr,Mon,Afternoon,Low
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Hell's Kitchen,9,9,14,35.00,35.00,202304,Apr,Sat,Afternoon,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen,7,7,12,37.20,37.20,202304,Apr,Sat,Afternoon,High
Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen,3,3,5,12.50,12.50,202301,Jan,Sat,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen,8,8,10,20.00,20.00,202304,Apr,Sat,Afternoon,Low
Bakery,Scone,Ginger Scone,Hell's Kitchen,5,5,5,16.25,16.25,202304,Apr,Sat,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Rg,Hell's Kitchen,6,6,10,30.00,30.00,202304,Apr,Tue,Afternoon,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen,5,5,7,21.70,21.70,202304,Apr,Tue,Afternoon,Low
Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen,5,5,7,17.50,17.50,202304,Apr,Sun,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen,5,5,8,24.00,24.00,202304,Apr,Sat,Afternoon,Low
Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen,7,7,10,29.10,29.10,202304,Apr,Tue,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen,8,8,13,45.50,45.50,202304,Apr,Mon,Afternoon,High
Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen,5,5,5,22.50,22.50,202304,Apr,Sat,Afternoon,Low
Coffee,Barista Espresso,Latte,Hell's Kitchen,3,3,5,18.75,18.75,202304,Apr,Mon,Afternoon,Low
Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen,1,1,1,3.25,3.25,202301,Jan,Sat,Afternoon,Low
Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen,5,5,9,22.50,22.50,202304,Apr,Mon,Afternoon,Low
Bakery,Scone,Oatmeal Scone,Hell's Kitchen,5,5,5,15.00,15.00,202304,Apr,Sun,Afternoon,Low
Coffee,Barista Espresso,Latte,Hell's Kitchen,17,17,23,86.25,86.25,202304,Apr,Tue,Morning,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen,6,6,8,16.00,16.00,202304,Apr,Sun,Afternoon,Low
Bakery,Pastry,Croissant,Hell's Kitchen,4,4,4,14.00,14.00,202302,Feb,Wed,Afternoon,Low
Bakery,Scone,Oatmeal Scone,Hell's Kitchen,3,3,3,9.00,9.00,202304,Apr,Sat,Afternoon,Low
Bakery,Biscotti,Ginger Biscotti,Hell's Kitchen,4,4,4,14.00,14.00,202304,Apr,Mon,Afternoon,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen,5,5,8,28.00,28.00,202304,Apr,Mon,Afternoon,Low
Bakery,Pastry,Almond Croissant,Hell's Kitchen,2,2,2,7.50,7.50,202303,Mar,Wed,Afternoon,Low
Coffee,Barista Espresso,Cappuccino,Hell's Kitchen,3,3,4,15.00,15.00,202302,Feb,Sun,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Rg,Hell's Kitchen,4,4,4,10.00,10.00,202302,Feb,Sun,Afternoon,Low
Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen,5,5,8,20.00,20.00,202303,Mar,Wed,Afternoon,Low
Coffee,Barista Espresso,Cappuccino,Hell's Kitchen,4,4,6,22.50,22.50,202303,Mar,Wed,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen,5,5,8,24.00,24.00,202303,Mar,Wed,Afternoon,Low
Coffee,Barista Espresso,Latte Rg,Hell's Kitchen,3,3,6,25.50,25.50,202302,Feb,Sat,Afternoon,Low
Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen,5,5,8,20.00,20.00,202303,Mar,Wed,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen,4,4,5,10.00,10.00,202303,Mar,Wed,Afternoon,Low
Tea,Brewed Black tea,Earl Grey Lg,Hell's Kitchen,7,7,12,36.00,36.00,202303,Mar,Wed,Afternoon,High
Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen,1,1,1,4.50,4.50,202303,Mar,Wed,Afternoon,Low
Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen,6,6,10,25.00,25.00,202302,Feb,Sun,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen,3,3,3,6.60,6.60,202303,Mar,Wed,Afternoon,Low
Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen,2,2,3,12.00,12.00,202303,Mar,Wed,Afternoon,Low
Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen,3,3,5,15.00,15.00,202302,Feb,Sun,Afternoon,Low
Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen,10,10,13,39.00,39.00,202304,Apr,Sat,Afternoon,High
Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen,5,5,6,18.00,18.00,202304,Apr,Sun,Afternoon,Low
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Hell's Kitchen,5,5,8,20.00,20.00,202304,Apr,Tue,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen,4,4,7,21.00,21.00,202303,Mar,Wed,Afternoon,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen,3,3,4,8.00,8.00,202302,Feb,Sun,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen,8,8,15,33.00,33.00,202303,Mar,Wed,Afternoon,High
Bakery,Pastry,Chocolate Croissant,Hell's Kitchen,3,3,3,11.25,11.25,202303,Mar,Wed,Afternoon,Low
Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen,10,10,17,42.50,42.50,202303,Mar,Wed,Evening,High
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen,9,9,15,37.50,37.50,202302,Feb,Sun,Morning,High
Bakery,Pastry,Almond Croissant,Hell's Kitchen,4,4,4,15.00,15.00,202303,Mar,Wed,Evening,Low
Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen,6,6,11,27.50,27.50,202303,Mar,Wed,Evening,Low
Coffee,Barista Espresso,Latte,Hell's Kitchen,4,4,7,26.25,26.25,202302,Feb,Fri,Evening,Low
Coffee,Barista Espresso,Cappuccino Lg,Hell's Kitchen,8,8,12,51.00,51.00,202303,Mar,Wed,Evening,High
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Hell's Kitchen,1,1,2,5.00,5.00,202303,Mar,Wed,Afternoon,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen,7,7,9,22.95,22.95,202302,Feb,Sun,Morning,Low
Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen,4,4,4,10.00,10.00,202303,Mar,Wed,Afternoon,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen,4,4,6,18.60,18.60,202303,Mar,Wed,Afternoon,Low
Bakery,Pastry,Croissant,Hell's Kitchen,3,3,3,10.50,10.50,202303,Mar,Wed,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen,3,3,6,18.00,18.00,202304,Apr,Mon,Afternoon,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen,12,12,19,85.50,85.50,202304,Apr,Sat,Afternoon,High
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen,6,6,10,31.00,31.00,202304,Apr,Sat,Afternoon,High
Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen,3,3,3,10.50,10.50,202304,Apr,Sun,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen,4,4,5,11.00,11.00,202304,Apr,Tue,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen,4,4,6,28.50,28.50,202302,Feb,Wed,Evening,Low
Coffee,Barista Espresso,Latte Rg,Hell's Kitchen,5,5,7,29.75,29.75,202304,Apr,Sat,Afternoon,Low
Coffee,Barista Espresso,Latte,Hell's Kitchen,4,4,6,22.50,22.50,202304,Apr,Tue,Afternoon,Low
Bakery,Scone,Ginger Scone,Hell's Kitchen,2,2,2,6.50,6.50,202302,Feb,Wed,Afternoon,Low
Coffee,Barista Espresso,Cappuccino,Hell's Kitchen,4,4,6,22.50,22.50,202304,Apr,Sun,Afternoon,Low
